iteration,taxid,set,LatestSppName
50,3052609,test,Pegivirus J
50,1978539,train,Yongjia ledantevirus
50,3052602,train,Tioman pararubulavirus
50,381543,test,Salmon aquaparamyxovirus
50,10986,train,Rice gall dwarf virus
50,12110,train,Foot-and-mouth disease virus
50,696863,train,Carp sprivivirus
50,28876,train,Rotavirus B
50,1972618,train,Landjia hapavirus
50,10325,train,Macacine alphaherpesvirus 1
50,3052307,train,Guanarito mammarenavirus
50,10385,train,Bovine gammaherpesvirus 4
50,3052221,train,Cedar henipavirus
50,55987,train,Salmon isavirus
50,11307,train,Sonchus yellow net nucleorhabdovirus
50,2502000,test,Thetaarterivirus mikelba 1
50,56144,test,Deltapapillomavirus 3
50,1978546,train,Kolente ledantevirus
50,369960,train,Porcine type-C oncovirus
50,1330068,train,Cadicivirus A
50,337052,train,Deltapapillomavirus 4
50,3052606,train,Pegivirus H
50,205899,train,Cypovirus 5
50,3052767,train,Maize stripe tenuivirus
50,2499930,test,Betaarterivirus chinrav 1
50,57747,train,Aquareovirus B
50,1297661,train,Munia coronavirus HKU13
50,3052620,train,Pestivirus H
50,1972596,train,Koolpinyah ephemerovirus
50,3052243,train,Tai herbevirus
50,3052269,train,Jonchet jonvirus
50,10989,train,Maize rough dwarf virus
50,1914576,train,Limnipivirus C
50,2560309,train,Avian metaavulavirus 10
50,2560320,train,Avian orthoavulavirus 12
50,574549,test,Bulbul coronavirus HKU11
50,28875,test,Rotavirus A
50,205908,train,Cypovirus 14
50,2499621,train,Lambdaarterivirus afriporav
50,46839,train,Colorado tick fever virus
50,3052229,train,Hepacivirus J
50,77763,train,Banna virus
50,181667,train,Lambdapapillomavirus 1
50,1985697,train,Sripur sripuvirus
50,1884878,train,Psittaciform 2 orthobornavirus
50,3052622,train,Pestivirus D
50,202910,train,Bubaline alphaherpesvirus 1
50,38170,train,Avian orthoreovirus
50,77698,train,Fiji disease virus
50,2560293,train,Anativirus A
50,133704,train,Porcine circovirus 1
50,1987124,train,Hepatovirus C
50,129953,train,Bovine mastadenovirus A
50,1985693,train,Almpiwar sripuvirus
50,1965089,train,Coronavirus HKU15
50,12092,train,Hepatovirus A
50,1913643,train,Bat coronavirus CDPHE15
50,1985695,train,Niakha sripuvirus
50,1678143,train,Orthohepevirus A
50,3052236,train,Hepacivirus B
50,694000,train,Miniopterus bat coronavirus 1
50,74501,train,Bovine torovirus
50,1978541,train,Wuhan ledantevirus
50,1897731,train,Aichivirus D
50,1985982,train,Avisivirus B
50,1972586,train,Coastal Plains tibrovirus
50,40059,train,Palyam virus
50,394239,train,Koala retrovirus
50,11234,train,Measles morbillivirus
50,40062,train,Warrego virus
50,1755588,train,Sicinivirus A
50,3052765,train,Iranian wheat stripe tenuivirus
50,75888,train,Baboon orthoreovirus
50,11978,train,Feline calicivirus
50,1985694,test,Chaco sripuvirus
50,185954,train,Mal de Rio Cuarto virus
50,3052227,train,Hepacivirus D
50,145856,train,Human picobirnavirus
50,2170004,train,Megrivirus A
50,1972615,train,Joinjakaka hapavirus
50,1231903,train,Eilat virus
50,2003391,train,Harkavirus A
50,11786,train,Murine leukemia virus
50,694001,train,Miniopterus bat coronavirus HKU8
50,1972587,train,Kotonkan ephemerovirus
50,1821750,test,Cardiovirus B
50,1972589,train,Adelaide River ephemerovirus
50,12064,train,Enterovirus E
50,1914575,train,Limnipivirus B
50,2501965,test,Epsilonarterivirus safriver
50,1985702,test,Lettuce necrotic yellows cytorhabdovirus
50,311228,test,Mycoreovirus 1
50,1972567,train,Yug Bogdanovac vesiculovirus
50,1972686,train,Puerto Almendras almendravirus
50,40061,train,Wallal virus
50,3052611,train,Pegivirus B
50,1985703,train,Lettuce yellow mottle cytorhabdovirus
50,10353,train,Saimiriine alphaherpesvirus 1
50,1972592,test,Obodhiang ephemerovirus
50,2501948,test,Iotaarterivirus kibreg 1
50,3052228,train,Hepacivirus A
50,3052762,train,Rice grassy stunt tenuivirus
50,2083444,train,Aquareovirus E
50,1987013,train,Sweetwater Branch tibrovirus
50,348823,test,Maize Iranian mosaic nucleorhabdovirus
50,1659771,train,Sakobuvirus A
50,185782,train,Aquareovirus C
50,2499685,train,Betaarterivirus suid 2
50,1157337,test,Piscine orthoreovirus
50,2499680,test,Betaarterivirus suid 1
50,10565,train,Deltapapillomavirus 1
50,10995,train,Infectious bursal disease virus
50,11636,test,Reticuloendotheliosis virus
50,2499678,train,Gammaarterivirus lacdeh
50,1170234,train,Feline morbillivirus
50,3052607,train,Pegivirus D
50,1972617,train,La Joya hapavirus
50,1972594,test,Berrimah ephemerovirus
50,519497,train,Southern rice black-streaked dwarf virus
50,118027,train,Nelson Bay orthoreovirus
50,205895,train,Cypovirus 1
50,33708,train,Murid gammaherpesvirus 4
50,3052238,train,Hepacivirus I
50,1511781,train,Oscivirus A
50,1511783,test,Pasivirus A
50,312185,train,Erbovirus A
50,1755590,train,Kunsagivirus A
50,2560313,train,Avian metaavulavirus 2
50,3052226,train,Hepacivirus N
50,1972612,train,Flanders hapavirus
50,3052193,train,Rodent erythroparvovirus 1
50,28295,train,Porcine epidemic diarrhea virus
50,1239438,train,Avastrovirus 2
50,3052234,train,Hepacivirus M
50,1972624,train,Ord River hapavirus
50,2501969,train,Etaarterivirus ugarco 1
50,1972614,train,Hart Park hapavirus
50,3052619,train,Pestivirus A
50,279896,train,Maize mosaic nucleorhabdovirus
50,1094373,train,Drosophila melanogaster sigmavirus
50,2499622,train,Deltaarterivirus hemfev
50,1330066,train,Aquamavirus A
50,1658615,test,Deltaarterivirus pejah
50,2501999,train,Thetaarterivirus kafuba
50,2499932,train,Zetaarterivirus ugarco 1
50,2501964,train,Epsilonarterivirus hemcep
50,1972639,train,Alfalfa dwarf cytorhabdovirus
50,2501947,train,Iotaarterivirus debrazmo
50,1972619,train,Manitoba hapavirus
50,1972584,train,Tibrogargan tibrovirus
50,1972626,train,Wongabel hapavirus
50,1972625,train,Parry Creek hapavirus
50,3052604,test,Pegivirus E
50,1330524,train,Salivirus A
51,337042,train,Alphapapillomavirus 7
51,337049,train,Alphapapillomavirus 11
51,333766,test,Alphapapillomavirus 13
51,64288,train,Royal Farm virus
51,337041,train,Alphapapillomavirus 9
51,147712,test,Rhinovirus B
51,337050,train,Alphapapillomavirus 6
51,333754,train,Alphapapillomavirus 10
51,337044,test,Alphapapillomavirus 5
51,334207,train,Betapapillomavirus 3
51,333924,train,Betapapillomavirus 2
51,37124,test,Chikungunya virus
51,249583,test,Irkut lyssavirus
51,333757,train,Alphapapillomavirus 8
51,64291,train,Israel turkey meningoencephalomyelitis virus
51,59302,train,Ndumu virus
51,1072176,train,Bokeloh bat lyssavirus
51,90961,train,Australian bat lyssavirus
51,237716,test,Khujand lyssavirus
51,44025,test,Koutango virus
51,11292,train,Rabies lyssavirus
51,334204,train,Mupapillomavirus 2
51,64297,train,Uganda S virus
51,337051,train,Betapapillomavirus 1
51,931244,train,Alphapapillomavirus 14
51,59301,train,Mayaro virus
51,38766,train,Lagos bat lyssavirus
51,12538,train,Mokola lyssavirus
51,64319,train,Yaounde virus
51,186541,train,Tai Forest ebolavirus
51,44158,train,Aura virus
51,59563,train,Ilheus virus
51,334208,train,Betapapillomavirus 4
51,11084,train,Tick-borne encephalitis virus
51,211977,train,Aravan lyssavirus
51,334209,test,Betapapillomavirus 5
51,3052426,train,Nyando orthobunyavirus
51,48544,train,Fort Morgan virus
51,64320,train,Zika virus
51,11072,train,Japanese encephalitis virus
51,337043,train,Alphapapillomavirus 4
51,3052637,test,Bujaru phlebovirus
51,57483,train,European bat 2 lyssavirus
51,333926,train,Gammapapillomavirus 1
51,337039,test,Alphapapillomavirus 2
51,130310,train,Human mastadenovirus D
51,337048,test,Alphapapillomavirus 1
51,40004,train,Tyuleniy virus
51,64283,train,Entebbe bat virus
51,59300,train,Getah virus
51,333767,test,Alphapapillomavirus 3
51,12542,train,Omsk hemorrhagic fever virus
51,2083199,train,Mosso das Pedras virus
51,11080,train,Saint Louis encephalitis virus
51,3052386,test,Capim orthobunyavirus
51,64303,train,Aroa virus
51,11036,train,Venezuelan equine encephalitis virus
51,11029,train,Ross River virus
51,11079,train,Murray Valley encephalitis virus
51,186540,train,Sudan ebolavirus
51,565995,train,Bundibugyo ebolavirus
51,44026,train,Sepik virus
51,333930,train,Gammapapillomavirus 4
51,2169701,test,Onyong-nyong virus
51,3052441,train,Simbu orthobunyavirus
51,59305,train,Bebaru virus
51,129954,test,Equine mastadenovirus A
51,11246,train,Bovine orthopneumovirus
51,60876,train,Pixuna virus
51,186538,train,Zaire ebolavirus
51,64293,train,Tembusu virus
51,1330521,train,Enterovirus J
51,3052440,train,Shuni orthobunyavirus
51,11023,train,Middelburg virus
51,130308,train,Human mastadenovirus E
51,57482,test,European bat 1 lyssavirus
51,64280,train,Apoi virus
51,1159195,test,Southern elephant seal virus
51,38767,train,Duvenhage lyssavirus
51,3052304,train,Cupixi mammarenavirus
51,11033,train,Semliki Forest virus
51,64307,train,Gadgets Gully virus
51,11024,train,Highlands J virus
51,138950,train,Enterovirus C
51,332097,train,Rio Negro virus
51,11086,train,Louping ill virus
51,1239570,train,Mamastrovirus 6
51,463676,train,Rhinovirus C
51,2083198,test,Everglades virus
51,3052148,train,Lloviu cuevavirus
51,194440,train,Primate T-lymphotropic virus 1
51,3051976,train,Tellina virus
51,333929,train,Gammapapillomavirus 3
51,64309,train,Jugra virus
51,33743,train,Kyasanur Forest disease virus
51,1440170,train,Madariaga virus
51,11263,train,Murine orthopneumovirus
51,186539,train,Reston ebolavirus
51,129951,train,Human mastadenovirus C
51,11676,train,Human immunodeficiency virus 1
51,11983,train,Norwalk virus
51,334203,train,Mupapillomavirus 1
51,11083,train,Powassan virus
51,64290,train,Bagaza virus
51,1972565,train,Morreton vesiculovirus
51,11085,train,Langat virus
51,64305,train,Cacipacore virus
51,1933185,test,Frijoles phlebovirus
51,11082,train,West Nile virus
51,3052456,train,Wyeomyia orthobunyavirus
51,3052317,train,Machupo mammarenavirus
51,45455,train,Macacine gammaherpesvirus 4
51,3052389,train,Catu orthobunyavirus
51,3052320,train,Mopeia mammarenavirus
51,1933263,train,Bimiti orthobunyavirus
51,3052387,train,Caraparu orthobunyavirus
51,64311,train,Kedougou virus
51,3052679,train,Salehabad phlebovirus
51,35246,train,Cercopithecine alphaherpesvirus 9
51,60879,train,Cabassou virus
51,122291,train,Kappapapillomavirus 1
51,2003652,train,Cosavirus F
51,60877,train,Tonate virus
51,11320,train,Influenza A virus
51,11660,train,Caprine arthritis encephalitis virus
51,1678147,train,Piscihepevirus A
51,64294,train,Yokose virus
51,11002,train,Infectious pancreatic necrosis virus
51,10298,test,Human alphaherpesvirus 1
51,3052384,train,Bwamba orthobunyavirus
51,1972573,train,Isfahan vesiculovirus
51,249584,train,West Caucasian bat lyssavirus
51,3052429,test,Oropouche orthobunyavirus
51,84589,train,Salmon pancreas disease virus
51,1891762,train,Human polyomavirus 1
51,1239565,train,Mamastrovirus 1
51,164416,train,Wesselsbron virus
51,1330491,train,Cosavirus A
51,64310,train,Kadam virus
51,11520,train,Influenza B virus
51,3052045,train,Ungulate bocaparvovirus 1
51,3052608,train,Pegivirus C
51,37296,train,Human gammaherpesvirus 8
51,11250,train,Human orthopneumovirus
51,333928,train,Gammapapillomavirus 2
51,3052561,train,Simian orthorubulavirus
51,3052640,train,Candiru phlebovirus
51,3052308,train,Ippy mammarenavirus
51,183405,train,Rotavirus F
51,310907,train,Enterovirus H
51,2748958,train,Huaiyangshan banyangvirus
51,70796,train,Tremovirus A
51,333931,train,Gammapapillomavirus 5
51,1933178,train,Akabane orthobunyavirus
51,11709,train,Human immunodeficiency virus 2
51,1933189,train,Sandfly fever Naples phlebovirus
51,64296,test,Edge Hill virus
51,746543,train,Shimoni bat lyssavirus
51,2169991,test,Argentinian mammarenavirus
51,138949,train,Enterovirus B
51,3051624,train,Carnivore amdoparvovirus 1
51,138951,train,Enterovirus D
51,1972588,train,Klamath tupavirus
51,3052684,train,Punta Toro phlebovirus
51,1239567,train,Mamastrovirus 3
51,686984,test,Sapelovirus A
51,39720,train,Walleye dermal sarcoma virus
51,3052396,train,Guama orthobunyavirus
51,183407,train,Rotavirus G
51,1972575,train,Piry vesiculovirus
51,3052613,train,Pegivirus I
51,28871,test,Taterapox virus
51,1933180,train,Anopheles A orthobunyavirus
51,3052390,train,California encephalitis orthobunyavirus
51,10359,train,Human betaherpesvirus 5
51,11034,train,Sindbis virus
51,1972579,train,Alagoas vesiculovirus
51,129875,train,Human mastadenovirus A
51,3052493,train,Puumala orthohantavirus
51,2025079,train,Torchivirus A
51,1891754,train,Bos taurus polyomavirus 1
51,3052374,train,Bertioga orthobunyavirus
51,1167696,train,Ikoma lyssavirus
51,11569,test,Thogoto thogotovirus
51,3052600,train,Sosuga pararubulavirus
51,162145,train,Human metapneumovirus
51,11021,train,Eastern equine encephalitis virus
51,3052372,train,Batama orthobunyavirus
51,3052727,train,Rotterdam reptarenavirus
51,129952,train,Bovine mastadenovirus C
51,11089,train,Yellow fever virus
51,3052538,train,Tamdy orthonairovirus
51,1803956,train,Parechovirus A
51,3052328,train,Tacaribe mammarenavirus
51,405554,train,White bream virus
51,2560315,test,Avian metaavulavirus 5
51,64292,train,Ntaya virus
51,3052449,train,Thimiri orthobunyavirus
51,38525,train,Avian metapneumovirus
51,59304,train,Una virus
51,11240,train,Phocine morbillivirus
51,1980456,train,Andes orthohantavirus
51,3052413,test,Madrid orthobunyavirus
51,3052231,train,Hepacivirus K
51,1891729,train,Mesocricetus auratus polyomavirus 1
51,2003650,train,Cosavirus D
51,2170203,test,Western chimpanzee simian foamy virus
51,3052479,train,Fusong orthohantavirus
51,694003,train,Betacoronavirus 1
51,11241,train,Rinderpest morbillivirus
51,11552,test,Influenza C virus
51,188763,train,Panine betaherpesvirus 2
51,10570,train,Alphapapillomavirus 12
51,129726,train,Pseudocowpox virus
51,1933191,train,Uukuniemi phlebovirus
51,10376,train,Human gammaherpesvirus 4
51,3052395,train,Guajara orthobunyavirus
51,11020,train,Barmah Forest virus
51,10258,test,Orf virus
51,3052534,train,Sakhalin orthonairovirus
51,3052676,train,Rift Valley fever phlebovirus
51,240426,train,Squirrelpox virus
51,154334,train,Macacine gammaherpesvirus 5
51,3052338,train,Quezon mobatvirus
51,11901,train,Bovine leukemia virus
51,129728,train,Parapoxvirus of red deer in New Zealand
51,3052485,train,Maporal orthohantavirus
51,3052408,train,Koongol orthobunyavirus
51,50292,train,Cercopithecine betaherpesvirus 5
51,44024,test,Kokobera virus
51,1300113,train,Anguillid perhabdovirus
51,147711,train,Rhinovirus A
51,3052470,train,Bayou orthohantavirus
51,11039,train,Western equine encephalitis virus
51,1891763,train,Human polyomavirus 2
51,3052393,test,Gamboa orthobunyavirus
51,1987125,train,Hepatovirus D
51,3052222,train,Ghanaian bat henipavirus
51,1511892,train,Adeno-associated dependoparvovirus B
51,693997,train,Alphacoronavirus 1
51,2170199,train,Rhesus macaque simian foamy virus
51,334212,train,Pipapillomavirus 1
51,3052499,train,Sin Nombre orthohantavirus
51,290028,test,Human coronavirus HKU1
51,3052418,train,Marituba orthobunyavirus
51,3052428,train,Oriboca orthobunyavirus
51,1239439,train,Avastrovirus 3
51,3052562,train,Porcine orthorubulavirus
51,1239572,train,Mamastrovirus 8
51,38837,train,Banzi virus
51,35612,train,Vesicular exanthema of swine virus
51,1002360,train,Drosophila immigrans sigmavirus
51,2003651,train,Cosavirus E
51,64284,test,Saboya virus
51,3052404,train,Kaeng Khoi orthobunyavirus
51,48543,train,Whataroa virus
51,12730,train,Human respirovirus 1
51,10255,train,Variola virus
51,12637,train,Dengue virus
51,10397,train,Tupaiid betaherpesvirus 1
51,12643,train,Ectromelia virus
51,109270,train,Equine foamy virus
51,306276,train,Yunnan orbivirus
51,2170196,train,Grivet simian foamy virus
51,3052501,train,Thailand orthohantavirus
51,10561,test,Xipapillomavirus 1
51,3052311,test,Latino mammarenavirus
51,3052616,train,Pestivirus E
51,1239569,train,Mamastrovirus 5
51,1821751,train,Cardiovirus C
51,36370,train,Jembrana disease virus
51,1986118,train,Ball python nidovirus 1
51,3052319,train,Merino Walk mammarenavirus
51,3052381,train,Bunyamwera orthobunyavirus
51,1985691,test,Rochambeau curiovirus
51,1330520,train,Enterovirus F
51,11723,train,Simian immunodeficiency virus
51,3052707,train,Carnivore protoparvovirus 1
51,3052593,train,Avian paraavulavirus 4
51,3052723,train,Golden reptarenavirus
51,3052444,train,Tacaiuma orthobunyavirus
51,3052498,train,Seoul orthohantavirus
51,3052518,train,Crimean-Congo hemorrhagic fever orthonairovirus
51,3052724,train,California reptarenavirus
51,11318,test,Dhori thogotovirus
51,1980918,train,Snakehead novirhabdovirus
51,1972568,train,Jurona vesiculovirus
51,194443,test,Primate T-lymphotropic virus 3
51,333919,train,Zetapapillomavirus 1
51,3241440,train,Porcine mastadenovirus C
51,28873,test,Camelpox virus
51,1985689,test,Iriri curiovirus
51,3052313,train,Loei River mammarenavirus
51,3052416,train,Manzanilla orthobunyavirus
51,1965093,train,Hedgehog coronavirus 1
51,3052601,train,Teviot pararubulavirus
51,104580,train,Kadipiro virus
51,3052397,test,Guaroa orthobunyavirus
51,35279,train,Meaban virus
51,3052717,train,Rodent protoparvovirus 1
51,11856,train,Squirrel monkey retrovirus
51,64312,train,Montana myotis leukoencephalitis virus
51,3052483,train,Khabarovsk orthohantavirus
51,694007,train,Tylonycteris bat coronavirus HKU4
51,3052431,train,Patois orthobunyavirus
51,1511891,train,Adeno-associated dependoparvovirus A
51,64299,train,Jutiapa virus
51,3052729,train,Bovine respirovirus 3
51,1891767,test,Macaca mulatta polyomavirus 1
51,3052305,train,Flexal mammarenavirus
51,3241441,train,Porcine mastadenovirus A
51,138184,train,Alcelaphine gammaherpesvirus 2
51,11757,train,Mouse mammary tumor virus
51,64295,train,Bouboui virus
51,3052342,train,Canine morbillivirus
51,40051,train,Bluetongue virus
51,106966,train,Enterovirus G
51,3052505,test,Marburg marburgvirus
51,3052476,train,Cano Delgadito orthohantavirus
51,47418,train,Phocid alphaherpesvirus 1
51,1987128,train,Hepatovirus G
51,201490,train,Equine encephalosis virus
51,10310,train,Human alphaherpesvirus 2
51,3052510,test,Hughes orthonairovirus
51,106331,train,Callitrichine gammaherpesvirus 3
51,1821749,train,Cardiovirus A
51,3052401,train,Kairi orthobunyavirus
51,3052296,train,Serra do Navio mammarenavirus
51,3052471,train,Bowe orthohantavirus
51,60875,train,Mucambo virus
51,12804,train,Puma lentivirus
51,1978537,train,Kern Canyon ledantevirus
51,3052315,train,Luna mammarenavirus
51,1159902,train,Common moorhen coronavirus HKU21
51,35258,test,Lambdapapillomavirus 2
51,2560317,train,Avian metaavulavirus 7
51,1159904,train,Night heron coronavirus HKU19
51,10398,train,Ovine gammaherpesvirus 2
51,129727,train,Bovine papular stomatitis virus
51,3052302,train,Chapare mammarenavirus
51,1978536,test,Nishimuro ledantevirus
51,1972580,train,Tupaia tupavirus
51,3052303,train,Lymphocytic choriomeningitis mammarenavirus
51,194441,train,Primate T-lymphotropic virus 2
51,10407,train,Hepatitis B virus
51,1987127,train,Hepatovirus F
51,3052329,train,Tamiami mammarenavirus
51,2003649,train,Cosavirus B
51,11855,test,Mason-Pfizer monkey virus
51,3052631,test,Phasi Charoen-like phasivirus
51,10381,train,Saimiriine gammaherpesvirus 2
51,1548713,train,Psittaciform 1 orthobornavirus
51,3052324,train,Pirital mammarenavirus
51,11976,train,Rabbit hemorrhagic disease virus
51,59380,train,Rice yellow stunt nucleorhabdovirus
51,11970,train,Woolly monkey sarcoma virus
51,82676,train,Omikronpapillomavirus 1
51,28304,test,Murid betaherpesvirus 2
51,1256869,train,Perch perhabdovirus
51,3052519,train,Hazara orthonairovirus
51,1913642,test,Mink coronavirus 1
51,3052212,train,Yichang insect goukovirus
51,2169685,test,Aalivirus A
51,3052235,train,Hepacivirus E
51,3052481,train,Jeju orthohantavirus
51,11840,train,Gibbon ape leukemia virus
51,130499,train,Bovine atadenovirus D
51,3052316,train,Lunk mammarenavirus
51,10243,train,Cowpox virus
51,1348384,train,Rotavirus H
51,3052720,train,Ungulate protoparvovirus 1
51,40060,train,Umatilla virus
51,80341,test,Equid alphaherpesvirus 3
51,1637496,train,Rotavirus I
51,144752,train,Allpahuayo mammarenavirus
51,3052478,test,Fugong orthohantavirus
51,1972578,train,New Jersey vesiculovirus
51,1985690,train,Itacaiunas curiovirus
51,1239437,test,Avastrovirus 1
51,12657,train,Equid gammaherpesvirus 2
51,40053,train,Corriparta virus
51,11673,train,Feline immunodeficiency virus
51,1933181,train,Alajuela orthobunyavirus
51,3052335,train,Laibin mobatvirus
51,1972564,train,American bat vesiculovirus
51,3052514,train,Dugbe orthonairovirus
51,10331,train,Equid alphaherpesvirus 4
51,10279,train,Molluscum contagiosum virus
51,1985688,train,Curionopolis curiovirus
51,3052605,test,Pegivirus F
51,3052437,test,Schmallenberg orthobunyavirus
51,108098,train,Human mastadenovirus B
51,10266,train,Sheeppox virus
51,1972570,test,Malpais Spring vesiculovirus
51,3052310,train,Lassa mammarenavirus
51,10406,train,Ground squirrel hepatitis virus
51,1511803,train,Passerivirus A
51,10335,test,Human alphaherpesvirus 3
51,3052452,train,Turlock orthobunyavirus
51,3052594,train,Avian paraavulavirus 3
51,1972581,train,Durham tupavirus
51,2560259,train,Achimota pararubulavirus 1
51,85708,train,Porcine circovirus 2
51,11137,train,Human coronavirus 229E
51,3052596,train,Tuhoko pararubulavirus 1
51,3052232,train,Hepacivirus F
51,40012,train,Saumarez Reef virus
51,356862,train,Peruvian horse sickness virus
51,3052588,test,Chilibre phlebovirus
51,129956,train,Murine mastadenovirus A
51,2560580,train,Mammalian orthorubulavirus 5
51,3052298,train,Bear Canyon mammarenavirus
51,3052495,train,Rockport orthohantavirus
51,3052523,train,Kasokero orthonairovirus
51,2560260,train,Achimota pararubulavirus 2
51,3052612,train,Pegivirus G
51,36427,train,Rotavirus C
51,40537,train,Epsilonpapillomavirus 1
51,10567,train,Iotapapillomavirus 1
51,1678144,train,Orthohepevirus B
51,3052733,train,Porcine respirovirus 1
51,40052,test,Changuinola virus
51,1987018,train,Ekpoma 1 tibrovirus
51,1986112,train,Bovine nidovirus 1
51,3052314,train,Lujo mammarenavirus
51,1308859,train,Drosophila affinis sigmavirus
51,1891730,train,Mus musculus polyomavirus 1
51,11665,train,Equine infectious anemia virus
51,10623,train,Kappapapillomavirus 2
51,1481452,test,Mosavirus A
51,1511779,test,Mischivirus A
51,3052189,train,Primate erythroparvovirus 1
51,48981,train,Drosophila X virus
51,3052306,train,Gairo mammarenavirus
51,1603962,train,Rabovirus A
51,38804,train,Yaba monkey tumor virus
51,138948,train,Enterovirus A
51,365327,train,Cervid alphaherpesvirus 2
51,2031165,train,Parechovirus C
51,1146873,test,Murine mastadenovirus B
51,40057,train,Lebombo virus
51,3052322,train,Oliveros mammarenavirus
51,3052202,train,Ferak feravirus
51,1986113,train,Chinook salmon nidovirus 1
51,2560319,train,Avian orthoavulavirus 1
51,3052331,train,Whitewater Arroyo mammarenavirus
51,1897087,train,Mammalian 2 orthobornavirus
51,3052330,test,Wenzhou mammarenavirus
51,3052405,train,Main Drain orthobunyavirus
51,3052337,train,Nova mobatvirus
51,62352,train,Eyach virus
51,1985983,test,Avisivirus C
51,1978534,train,Barur ledantevirus
51,694009,train,Severe acute respiratory syndrome-related coronavirus
51,11746,train,Jaagsiekte sheep retrovirus
51,11657,train,Bovine immunodeficiency virus
51,129955,train,Equine mastadenovirus B
51,338781,train,Micromonas pusilla reovirus
51,3052237,train,Hepacivirus G
51,28874,test,Volepox virus
51,1548722,train,Waterbird 1 orthobornavirus
51,1914568,train,Potamipivirus A
51,64894,train,Phnom Penh bat virus
51,3052525,train,Dera Ghazi Khan orthonairovirus
51,2169971,train,Visna-maedi virus
51,10371,train,Equid gammaherpesvirus 5
51,1987123,train,Hepatovirus B
51,3052537,train,Thiafora orthonairovirus
51,53182,train,Feline foamy virus
51,3052230,test,Hepacivirus C
51,1972620,train,Marco hapavirus
51,1239577,train,Mamastrovirus 13
51,3052788,train,Imjin thottimvirus
51,1978538,train,Keuraliba ledantevirus
51,3052598,train,Tuhoko pararubulavirus 3
51,3052239,train,Hepacivirus L
51,1987130,train,Hepatovirus I
51,95342,train,Sapporo virus
51,3052764,test,Rice hoja blanca tenuivirus
51,10537,train,Canine mastadenovirus A
51,1891770,train,Mus musculus polyomavirus 2
51,1511772,test,Avisivirus A
51,334205,train,Nupapillomavirus 1
51,10366,train,Murid betaherpesvirus 1
51,3052503,test,Tula orthohantavirus
51,1239573,train,Mamastrovirus 9
51,1431460,train,Hunnivirus A
51,3052233,train,Hepacivirus H
51,1980917,train,Salmonid novirhabdovirus
51,64285,train,Rio Bravo virus
51,693066,train,Bovine rhinitis B virus
51,3052529,train,Nairobi sheep disease orthonairovirus
51,2560318,test,Avian metaavulavirus 8
51,1244203,train,Bat coronavirus HKU10
51,694006,train,Rousettus bat coronavirus HKU9
51,1972566,train,Radi vesiculovirus
51,3052026,train,Carnivore bocaparvovirus 1
51,242710,train,Tree shrew mastadenovirus A
51,1972616,test,Kamese hapavirus
51,519014,train,Aquareovirus G
51,277944,test,Human coronavirus NL63
51,3052486,train,Montano orthohantavirus
51,10991,train,Rice dwarf virus
51,948741,train,Drosophila obscura sigmavirus
51,130327,train,Ovine atadenovirus D
51,694015,train,Beluga whale coronavirus SW1
51,170325,test,Canid alphaherpesvirus 1
51,2560525,train,Human orthorubulavirus 2
51,1714619,train,Mammalian 1 orthobornavirus
51,11768,train,Feline leukemia virus
51,2560526,train,Human orthorubulavirus 4
51,3052242,train,Kibale herbevirus
51,40058,train,Orungo virus
51,3052626,train,Pestivirus B
51,698672,train,Moussa virus
51,1914574,train,Limnipivirus A
51,35269,train,Woodchuck hepatitis virus
51,3052210,train,Cumuto goukovirus
51,10256,train,Raccoonpox virus
51,129950,train,Bovine mastadenovirus B
51,11216,train,Human respirovirus 3
51,1881950,train,Elapid 1 orthobornavirus
51,42475,train,Rice ragged stunt virus
51,694008,train,Pipistrellus bat coronavirus HKU5
51,3052477,test,Dobrava-Belgrade orthohantavirus
51,3052473,train,Cao Bang orthohantavirus
51,10271,train,Rabbit fibroma virus
51,1159907,test,White-eye coronavirus HKU16
51,3052748,train,Insect shangavirus
51,2170060,train,Zegla orthobunyavirus
51,1678146,train,Orthohepevirus D
51,1679172,train,Chobar Gorge virus
51,3052480,train,Hantaan orthohantavirus
51,1972574,train,Maraba vesiculovirus
51,40067,test,Wad Medani virus
51,226613,train,Reptilian orthoreovirus
51,72149,train,Aichivirus A
51,686985,train,Sapelovirus B
51,59816,train,Yellowtail ascites virus
51,3052474,train,Choclo orthohantavirus
51,335100,train,Rotavirus D
51,273810,train,Eriocheir sinensis reovirus
51,10497,train,African swine fever virus
51,10987,test,Wound tumor virus
51,104395,train,Rabbit picobirnavirus
51,209854,train,Maize fine streak nucleorhabdovirus
51,2560310,train,Avian metaavulavirus 11
51,1972576,train,Chandipura vesiculovirus
51,745716,train,Coffee ringspot dichorhavirus
51,10326,train,Equid alphaherpesvirus 1
51,3052321,train,Okahandja mammarenavirus
51,693998,train,Rhinolophus bat coronavirus HKU2
51,1155188,train,Bovine rhinitis A virus
51,1985698,train,Lettuce big-vein associated varicosavirus
51,2509284,train,Fly wubeivirus
51,10244,train,Monkeypox virus
51,3052516,train,Estero Real orthonairovirus
51,2560602,train,Mumps orthorubulavirus
51,2003499,train,Mischivirus C
51,3052524,train,Keterah orthonairovirus
51,11809,train,Moloney murine sarcoma virus
51,3052718,test,Rodent protoparvovirus 2
51,1002359,train,Drosophila ananassae sigmavirus
51,3052323,train,Paraguayan mammarenavirus
