iteration,taxid,set,latestsppname,LatestSppName
53,3052321,train,Okahandja mammarenavirus,Okahandja mammarenavirus
53,3052322,train,Oliveros mammarenavirus,Oliveros mammarenavirus
53,12542,train,Omsk hemorrhagic fever virus,Omsk hemorrhagic fever virus
53,2169701,train,Onyong-nyong virus,Onyong-nyong virus
53,152177,train,Orchid fleck dichorhavirus,Orchid fleck dichorhavirus
53,1972624,train,Ord River hapavirus,Ord River hapavirus
53,10258,train,Orf virus,Orf virus
53,3052428,train,Oriboca orthobunyavirus,Oriboca orthobunyavirus
53,3052429,train,Oropouche orthobunyavirus,Oropouche orthobunyavirus
53,1678143,train,Orthohepevirus A,Orthohepevirus A
53,1678144,train,Orthohepevirus B,Orthohepevirus B
53,1678146,train,Orthohepevirus D,Orthohepevirus D
53,130327,train,Ovine atadenovirus D,Ovine atadenovirus D
53,10398,train,Ovine gammaherpesvirus 2,Ovine gammaherpesvirus 2
53,40059,train,Palyam virus,Palyam virus
53,188763,train,Panine betaherpesvirus 2,Panine betaherpesvirus 2
53,340907,train,Papiine alphaherpesvirus 2,Papiine alphaherpesvirus 2
53,3052323,train,Paraguayan mammarenavirus,Paraguayan mammarenavirus
53,129728,train,Parapoxvirus of red deer in New Zealand,Parapoxvirus of red deer in New Zealand
53,1803956,train,Parechovirus A,Parechovirus A
53,1803957,train,Parechovirus B,Parechovirus B
53,2031165,train,Parechovirus C,Parechovirus C
53,1972625,train,Parry Creek hapavirus,Parry Creek hapavirus
53,1511783,train,Pasivirus A,Pasivirus A
53,1548720,train,Passeriform 1 orthobornavirus,Passeriform 1 orthobornavirus
53,1511803,train,Passerivirus A,Passerivirus A
53,3052610,train,Pegivirus A,Pegivirus A
53,3052611,train,Pegivirus B,Pegivirus B
53,3052608,train,Pegivirus C,Pegivirus C
53,3052607,train,Pegivirus D,Pegivirus D
53,3052604,train,Pegivirus E,Pegivirus E
53,3052605,train,Pegivirus F,Pegivirus F
53,3052606,train,Pegivirus H,Pegivirus H
53,3052613,train,Pegivirus I,Pegivirus I
53,3052609,train,Pegivirus J,Pegivirus J
53,3052614,train,Pegivirus K,Pegivirus K
53,1256869,train,Perch perhabdovirus,Perch perhabdovirus
53,3052626,train,Pestivirus B,Pestivirus B
53,3052625,train,Pestivirus C,Pestivirus C
53,3052622,train,Pestivirus D,Pestivirus D
53,3052616,train,Pestivirus E,Pestivirus E
53,3052620,train,Pestivirus H,Pestivirus H
53,3052618,train,Pestivirus I,Pestivirus I
53,3052631,train,Phasi Charoen-like phasivirus,Phasi Charoen-like phasivirus
53,64894,train,Phnom Penh bat virus,Phnom Penh bat virus
53,47418,train,Phocid alphaherpesvirus 1,Phocid alphaherpesvirus 1
53,11240,train,Phocine morbillivirus,Phocine morbillivirus
53,219584,train,Pike fry sprivivirus,Pike fry sprivivirus
53,334212,train,Pipapillomavirus 1,Pipapillomavirus 1
53,694008,train,Pipistrellus bat coronavirus HKU5,Pipistrellus bat coronavirus HKU5
53,3052324,train,Pirital mammarenavirus,Pirital mammarenavirus
53,1972575,train,Piry vesiculovirus,Piry vesiculovirus
53,1678147,train,Piscihepevirus A,Piscihepevirus A
53,1980916,train,Piscine novirhabdovirus,Piscine novirhabdovirus
53,1157337,train,Piscine orthoreovirus,Piscine orthoreovirus
53,60876,train,Pixuna virus,Pixuna virus
53,133704,train,Porcine circovirus 1,Porcine circovirus 1
53,85708,train,Porcine circovirus 2,Porcine circovirus 2
53,28295,train,Porcine epidemic diarrhea virus,Porcine epidemic diarrhea virus
53,3241441,train,Porcine mastadenovirus A,Porcine mastadenovirus A
53,3241440,train,Porcine mastadenovirus C,Porcine mastadenovirus C
53,3052562,train,Porcine orthorubulavirus,Porcine orthorubulavirus
53,3052733,train,Porcine respirovirus 1,Porcine respirovirus 1
53,237020,train,Porcine torovirus,Porcine torovirus
53,369960,train,Porcine type-C oncovirus,Porcine type-C oncovirus
53,1914568,train,Potamipivirus A,Potamipivirus A
53,195060,train,Potato yellow dwarf nucleorhabdovirus,Potato yellow dwarf nucleorhabdovirus
53,11083,train,Powassan virus,Powassan virus
53,194441,train,Primate T-lymphotropic virus 2,Primate T-lymphotropic virus 2
53,3052189,train,Primate erythroparvovirus 1,Primate erythroparvovirus 1
53,129726,train,Pseudocowpox virus,Pseudocowpox virus
53,1548713,train,Psittaciform 1 orthobornavirus,Psittaciform 1 orthobornavirus
53,1884878,train,Psittaciform 2 orthobornavirus,Psittaciform 2 orthobornavirus
53,1972686,train,Puerto Almendras almendravirus,Puerto Almendras almendravirus
53,12804,train,Puma lentivirus,Puma lentivirus
53,3052684,train,Punta Toro phlebovirus,Punta Toro phlebovirus
53,3052493,train,Puumala orthohantavirus,Puumala orthohantavirus
53,688436,train,Quaranfil quaranjavirus,Quaranfil quaranjavirus
53,10271,train,Rabbit fibroma virus,Rabbit fibroma virus
53,11976,train,Rabbit hemorrhagic disease virus,Rabbit hemorrhagic disease virus
53,11292,train,Rabies lyssavirus,Rabies lyssavirus
53,1603962,train,Rabovirus A,Rabovirus A
53,10256,train,Raccoonpox virus,Raccoonpox virus
53,1972566,train,Radi vesiculovirus,Radi vesiculovirus
53,1884453,train,Reptile sunshinevirus 1,Reptile sunshinevirus 1
53,3052205,train,Reptilian ferlavirus,Reptilian ferlavirus
53,186539,train,Reston ebolavirus,Reston ebolavirus
53,11636,train,Reticuloendotheliosis virus,Reticuloendotheliosis virus
53,2170199,train,Rhesus macaque simian foamy virus,Rhesus macaque simian foamy virus
53,147711,train,Rhinovirus A,Rhinovirus A
53,463676,train,Rhinovirus C,Rhinovirus C
53,10990,train,Rice black streaked dwarf virus,Rice black streaked dwarf virus
53,10991,train,Rice dwarf virus,Rice dwarf virus
53,10986,train,Rice gall dwarf virus,Rice gall dwarf virus
53,3052762,train,Rice grassy stunt tenuivirus,Rice grassy stunt tenuivirus
53,3052764,train,Rice hoja blanca tenuivirus,Rice hoja blanca tenuivirus
53,42475,train,Rice ragged stunt virus,Rice ragged stunt virus
53,3052763,train,Rice stripe tenuivirus,Rice stripe tenuivirus
53,3052676,train,Rift Valley fever phlebovirus,Rift Valley fever phlebovirus
53,11241,train,Rinderpest morbillivirus,Rinderpest morbillivirus
53,64285,train,Rio Bravo virus,Rio Bravo virus
53,332097,train,Rio Negro virus,Rio Negro virus
53,1985691,train,Rochambeau curiovirus,Rochambeau curiovirus
53,3052495,train,Rockport orthohantavirus,Rockport orthohantavirus
53,3052193,train,Rodent erythroparvovirus 1,Rodent erythroparvovirus 1
53,3052718,train,Rodent protoparvovirus 2,Rodent protoparvovirus 2
53,11029,train,Ross River virus,Ross River virus
53,28875,train,Rotavirus A,Rotavirus A
53,28876,train,Rotavirus B,Rotavirus B
53,36427,train,Rotavirus C,Rotavirus C
53,335100,train,Rotavirus D,Rotavirus D
53,183405,train,Rotavirus F,Rotavirus F
53,1348384,train,Rotavirus H,Rotavirus H
53,1637496,train,Rotavirus I,Rotavirus I
53,3052727,train,Rotterdam reptarenavirus,Rotterdam reptarenavirus
53,64288,train,Royal Farm virus,Royal Farm virus
53,11041,train,Rubella virus,Rubella virus
53,64284,train,Saboya virus,Saboya virus
53,10381,train,Saimiriine gammaherpesvirus 2,Saimiriine gammaherpesvirus 2
53,11080,train,Saint Louis encephalitis virus,Saint Louis encephalitis virus
53,3052534,train,Sakhalin orthonairovirus,Sakhalin orthonairovirus
53,1659771,train,Sakobuvirus A,Sakobuvirus A
53,3052679,train,Salehabad phlebovirus,Salehabad phlebovirus
53,1330524,train,Salivirus A,Salivirus A
53,381543,train,Salmon aquaparamyxovirus,Salmon aquaparamyxovirus
53,55987,train,Salmon isavirus,Salmon isavirus
53,84589,train,Salmon pancreas disease virus,Salmon pancreas disease virus
53,1980917,train,Salmonid novirhabdovirus,Salmonid novirhabdovirus
53,1933189,train,Sandfly fever Naples phlebovirus,Sandfly fever Naples phlebovirus
53,3052496,train,Sangassou orthohantavirus,Sangassou orthohantavirus
53,686984,train,Sapelovirus A,Sapelovirus A
53,686985,train,Sapelovirus B,Sapelovirus B
53,95342,train,Sapporo virus,Sapporo virus
53,40012,train,Saumarez Reef virus,Saumarez Reef virus
53,3052437,train,Schmallenberg orthobunyavirus,Schmallenberg orthobunyavirus
53,693999,train,Scotophilus bat coronavirus 512,Scotophilus bat coronavirus 512
53,1985696,train,Sena Madureira sripuvirus,Sena Madureira sripuvirus
53,390157,train,Senecavirus A,Senecavirus A
53,3052296,train,Serra do Navio mammarenavirus,Serra do Navio mammarenavirus
53,694009,train,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
53,10266,train,Sheeppox virus,Sheeppox virus
53,746543,train,Shimoni bat lyssavirus,Shimoni bat lyssavirus
53,3052440,train,Shuni orthobunyavirus,Shuni orthobunyavirus
53,1755588,train,Sicinivirus A,Sicinivirus A
53,3052441,train,Simbu orthobunyavirus,Simbu orthobunyavirus
53,11723,train,Simian immunodeficiency virus,Simian immunodeficiency virus
53,3052561,train,Simian orthorubulavirus,Simian orthorubulavirus
53,3052499,train,Sin Nombre orthohantavirus,Sin Nombre orthohantavirus
53,1980918,train,Snakehead novirhabdovirus,Snakehead novirhabdovirus
53,3052327,train,Solwezi mammarenavirus,Solwezi mammarenavirus
53,3052600,train,Sosuga pararubulavirus,Sosuga pararubulavirus
53,1159195,train,Southern elephant seal virus,Southern elephant seal virus
53,519497,train,Southern rice black-streaked dwarf virus,Southern rice black-streaked dwarf virus
53,11856,train,Squirrel monkey retrovirus,Squirrel monkey retrovirus
53,240426,train,Squirrelpox virus,Squirrelpox virus
53,1985697,train,Sripur sripuvirus,Sripur sripuvirus
53,104581,train,St Croix River virus,St Croix River virus
53,1985706,train,Strawberry crinkle cytorhabdovirus,Strawberry crinkle cytorhabdovirus
53,186540,train,Sudan ebolavirus,Sudan ebolavirus
53,10345,train,Suid alphaherpesvirus 1,Suid alphaherpesvirus 1
53,1987013,train,Sweetwater Branch tibrovirus,Sweetwater Branch tibrovirus
53,10276,train,Swinepox virus,Swinepox virus
53,3052328,train,Tacaribe mammarenavirus,Tacaribe mammarenavirus
53,186541,train,Tai Forest ebolavirus,Tai Forest ebolavirus
53,3052243,train,Tai herbevirus,Tai herbevirus
53,3052538,train,Tamdy orthonairovirus,Tamdy orthonairovirus
53,3052329,train,Tamiami mammarenavirus,Tamiami mammarenavirus
53,99000,train,Tanapox virus,Tanapox virus
53,2749935,train,Taro vein chlorosis nucleorhabdovirus,Taro vein chlorosis nucleorhabdovirus
53,28871,train,Taterapox virus,Taterapox virus
53,3051976,train,Tellina virus,Tellina virus
53,64293,train,Tembusu virus,Tembusu virus
53,118140,train,Teschovirus A,Teschovirus A
53,3052448,train,Tete orthobunyavirus,Tete orthobunyavirus
53,3052501,train,Thailand orthohantavirus,Thailand orthohantavirus
53,2501999,train,Thetaarterivirus kafuba,Thetaarterivirus kafuba
53,3052537,train,Thiafora orthonairovirus,Thiafora orthonairovirus
53,3052449,train,Thimiri orthobunyavirus,Thimiri orthobunyavirus
53,11569,train,Thogoto thogotovirus,Thogoto thogotovirus
53,3052789,train,Thottopalayam thottimvirus,Thottopalayam thottimvirus
53,1972584,train,Tibrogargan tibrovirus,Tibrogargan tibrovirus
53,11084,train,Tick-borne encephalitis virus,Tick-borne encephalitis virus
53,3052602,train,Tioman pararubulavirus,Tioman pararubulavirus
53,60877,train,Tonate virus,Tonate virus
53,2025079,train,Torchivirus A,Torchivirus A
53,242710,train,Tree shrew mastadenovirus A,Tree shrew mastadenovirus A
53,70796,train,Tremovirus A,Tremovirus A
53,3052596,train,Tuhoko pararubulavirus 1,Tuhoko pararubulavirus 1
53,3052595,train,Tuhoko pararubulavirus 2,Tuhoko pararubulavirus 2
53,3052598,train,Tuhoko pararubulavirus 3,Tuhoko pararubulavirus 3
53,1972580,train,Tupaia tupavirus,Tupaia tupavirus
53,3052452,train,Turlock orthobunyavirus,Turlock orthobunyavirus
53,694007,train,Tylonycteris bat coronavirus HKU4,Tylonycteris bat coronavirus HKU4
53,40004,train,Tyuleniy virus,Tyuleniy virus
53,64297,train,Uganda S virus,Uganda S virus
53,40060,train,Umatilla virus,Umatilla virus
53,59304,train,Una virus,Una virus
53,3052045,train,Ungulate bocaparvovirus 1,Ungulate bocaparvovirus 1
53,1933191,train,Uukuniemi phlebovirus,Uukuniemi phlebovirus
53,10255,train,Variola virus,Variola virus
53,35612,train,Vesicular exanthema of swine virus,Vesicular exanthema of swine virus
53,2169971,train,Visna-maedi virus,Visna-maedi virus
53,28874,train,Volepox virus,Volepox virus
53,40061,train,Wallal virus,Wallal virus
53,39720,train,Walleye dermal sarcoma virus,Walleye dermal sarcoma virus
53,40062,train,Warrego virus,Warrego virus
53,1548722,train,Waterbird 1 orthobornavirus,Waterbird 1 orthobornavirus
53,3052330,train,Wenzhou mammarenavirus,Wenzhou mammarenavirus
53,164416,train,Wesselsbron virus,Wesselsbron virus
53,249584,train,West Caucasian bat lyssavirus,West Caucasian bat lyssavirus
53,11082,train,West Nile virus,West Nile virus
53,2170203,train,Western chimpanzee simian foamy virus,Western chimpanzee simian foamy virus
53,11039,train,Western equine encephalitis virus,Western equine encephalitis virus
53,1159907,train,White-eye coronavirus HKU16,White-eye coronavirus HKU16
53,3052331,train,Whitewater Arroyo mammarenavirus,Whitewater Arroyo mammarenavirus
53,1159908,train,Wigeon coronavirus HKU20,Wigeon coronavirus HKU20
53,1972626,train,Wongabel hapavirus,Wongabel hapavirus
53,35269,train,Woodchuck hepatitis virus,Woodchuck hepatitis virus
53,10987,train,Wound tumor virus,Wound tumor virus
53,1978541,train,Wuhan ledantevirus,Wuhan ledantevirus
53,3052633,train,Wutai mosquito phasivirus,Wutai mosquito phasivirus
53,3052456,train,Wyeomyia orthobunyavirus,Wyeomyia orthobunyavirus
53,10561,train,Xipapillomavirus 1,Xipapillomavirus 1
53,38804,train,Yaba monkey tumor virus,Yaba monkey tumor virus
53,64319,train,Yaounde virus,Yaounde virus
53,1972597,train,Yata ephemerovirus,Yata ephemerovirus
53,11089,train,Yellow fever virus,Yellow fever virus
53,59816,train,Yellowtail ascites virus,Yellowtail ascites virus
53,3052212,train,Yichang insect goukovirus,Yichang insect goukovirus
53,64294,train,Yokose virus,Yokose virus
53,1972567,train,Yug Bogdanovac vesiculovirus,Yug Bogdanovac vesiculovirus
53,306276,train,Yunnan orbivirus,Yunnan orbivirus
53,186538,train,Zaire ebolavirus,Zaire ebolavirus
53,2170060,train,Zegla orthobunyavirus,Zegla orthobunyavirus
53,2499932,train,Zetaarterivirus ugarco 1,Zetaarterivirus ugarco 1
53,333919,train,Zetapapillomavirus 1,Zetapapillomavirus 1
53,64320,train,Zika virus,Zika virus
54,1897731,test,Aichivirus D,Aichivirus D
54,138184,test,Alcelaphine gammaherpesvirus 2,Alcelaphine gammaherpesvirus 2
54,2499620,test,Alphaarterivirus equid,Alphaarterivirus equid
54,693997,test,Alphacoronavirus 1,Alphacoronavirus 1
54,333757,test,Alphapapillomavirus 8,Alphapapillomavirus 8
54,2560293,test,Anativirus A,Anativirus A
54,1972683,test,Arboretum almendravirus,Arboretum almendravirus
54,64303,test,Aroa virus,Aroa virus
54,90961,test,Australian bat lyssavirus,Australian bat lyssavirus
54,1239438,test,Avastrovirus 2,Avastrovirus 2
54,2560309,test,Avian metaavulavirus 10,Avian metaavulavirus 10
54,2560318,test,Avian metaavulavirus 8,Avian metaavulavirus 8
54,2560320,test,Avian orthoavulavirus 12,Avian orthoavulavirus 12
54,2560321,test,Avian orthoavulavirus 13,Avian orthoavulavirus 13
54,38170,test,Avian orthoreovirus,Avian orthoreovirus
54,691956,test,Avihepatovirus A,Avihepatovirus A
54,1985983,test,Avisivirus C,Avisivirus C
54,38837,test,Banzi virus,Banzi virus
54,3052374,test,Bertioga orthobunyavirus,Bertioga orthobunyavirus
54,11901,test,Bovine leukemia virus,Bovine leukemia virus
54,129952,test,Bovine mastadenovirus C,Bovine mastadenovirus C
54,74501,test,Bovine torovirus,Bovine torovirus
54,3052472,test,Bruges orthohantavirus,Bruges orthohantavirus
54,3052384,test,Bwamba orthobunyavirus,Bwamba orthobunyavirus
54,3052640,test,Candiru phlebovirus,Candiru phlebovirus
54,170325,test,Canid alphaherpesvirus 1,Canid alphaherpesvirus 1
54,1821751,test,Cardiovirus C,Cardiovirus C
54,3052707,test,Carnivore protoparvovirus 1,Carnivore protoparvovirus 1
54,696863,test,Carp sprivivirus,Carp sprivivirus
54,3052389,test,Catu orthobunyavirus,Catu orthobunyavirus
54,40052,test,Changuinola virus,Changuinola virus
54,46839,test,Colorado tick fever virus,Colorado tick fever virus
54,2003649,test,Cosavirus B,Cosavirus B
54,205908,test,Cypovirus 14,Cypovirus 14
54,10564,test,Deltapapillomavirus 2,Deltapapillomavirus 2
54,3052525,test,Dera Ghazi Khan orthonairovirus,Dera Ghazi Khan orthonairovirus
54,1308859,test,Drosophila affinis sigmavirus,Drosophila affinis sigmavirus
54,1002359,test,Drosophila ananassae sigmavirus,Drosophila ananassae sigmavirus
54,1002360,test,Drosophila immigrans sigmavirus,Drosophila immigrans sigmavirus
54,3052514,test,Dugbe orthonairovirus,Dugbe orthonairovirus
54,1972581,test,Durham tupavirus,Durham tupavirus
54,11021,test,Eastern equine encephalitis virus,Eastern equine encephalitis virus
54,10331,test,Equid alphaherpesvirus 4,Equid alphaherpesvirus 4
54,55744,test,Equid alphaherpesvirus 9,Equid alphaherpesvirus 9
54,11665,test,Equine infectious anemia virus,Equine infectious anemia virus
54,329862,test,Equine torovirus,Equine torovirus
54,62352,test,Eyach virus,Eyach virus
54,1170234,test,Feline morbillivirus,Feline morbillivirus
54,3052306,test,Gairo mammarenavirus,Gairo mammarenavirus
54,1511776,test,Gallivirus A,Gallivirus A
54,3052222,test,Ghanaian bat henipavirus,Ghanaian bat henipavirus
54,3052233,test,Hepacivirus H,Hepacivirus H
54,3052238,test,Hepacivirus I,Hepacivirus I
54,10407,test,Hepatitis B virus,Hepatitis B virus
54,1987126,test,Hepatovirus E,Hepatovirus E
54,1987127,test,Hepatovirus F,Hepatovirus F
54,1987128,test,Hepatovirus G,Hepatovirus G
54,1987129,test,Hepatovirus H,Hepatovirus H
54,10372,test,Human betaherpesvirus 7,Human betaherpesvirus 7
54,129875,test,Human mastadenovirus A,Human mastadenovirus A
54,129951,test,Human mastadenovirus C,Human mastadenovirus C
54,130310,test,Human mastadenovirus D,Human mastadenovirus D
54,12730,test,Human respirovirus 1,Human respirovirus 1
54,10567,test,Iotapapillomavirus 1,Iotapapillomavirus 1
54,1972568,test,Jurona vesiculovirus,Jurona vesiculovirus
54,1978538,test,Keuraliba ledantevirus,Keuraliba ledantevirus
54,1978546,test,Kolente ledantevirus,Kolente ledantevirus
54,3052311,test,Latino mammarenavirus,Latino mammarenavirus
54,47929,test,Macacine betaherpesvirus 3,Macacine betaherpesvirus 3
54,137443,test,Macropodid alphaherpesvirus 1,Macropodid alphaherpesvirus 1
54,209854,test,Maize fine streak nucleorhabdovirus,Maize fine streak nucleorhabdovirus
54,1239574,test,Mamastrovirus 10,Mamastrovirus 10
54,1239569,test,Mamastrovirus 5,Mamastrovirus 5
54,2560580,test,Mammalian orthorubulavirus 5,Mammalian orthorubulavirus 5
54,3052319,test,Merino Walk mammarenavirus,Merino Walk mammarenavirus
54,1913642,test,Mink coronavirus 1,Mink coronavirus 1
54,2003499,test,Mischivirus C,Mischivirus C
54,64300,test,Modoc virus,Modoc virus
54,2083199,test,Mosso das Pedras virus,Mosso das Pedras virus
54,11079,test,Murray Valley encephalitis virus,Murray Valley encephalitis virus
54,1891770,test,Mus musculus polyomavirus 2,Mus musculus polyomavirus 2
54,1972578,test,New Jersey vesiculovirus,New Jersey vesiculovirus
54,2170030,test,Newbury 1 virus,Newbury 1 virus
54,1972623,test,Ngaingan hapavirus,Ngaingan hapavirus
54,1159904,test,Night heron coronavirus HKU19,Night heron coronavirus HKU19
54,33724,test,Nilaparvata lugens reovirus,Nilaparvata lugens reovirus
54,1985704,test,Northern cereal mosaic cytorhabdovirus,Northern cereal mosaic cytorhabdovirus
54,11983,test,Norwalk virus,Norwalk virus
54,3052426,test,Nyando orthobunyavirus,Nyando orthobunyavirus
54,1972624,test,Ord River hapavirus,Ord River hapavirus
54,3052428,test,Oriboca orthobunyavirus,Oriboca orthobunyavirus
54,188763,test,Panine betaherpesvirus 2,Panine betaherpesvirus 2
54,340907,test,Papiine alphaherpesvirus 2,Papiine alphaherpesvirus 2
54,1803957,test,Parechovirus B,Parechovirus B
54,1972625,test,Parry Creek hapavirus,Parry Creek hapavirus
54,3052607,test,Pegivirus D,Pegivirus D
54,3052616,test,Pestivirus E,Pestivirus E
54,3052618,test,Pestivirus I,Pestivirus I
54,60876,test,Pixuna virus,Pixuna virus
54,85708,test,Porcine circovirus 2,Porcine circovirus 2
54,1914568,test,Potamipivirus A,Potamipivirus A
54,1603962,test,Rabovirus A,Rabovirus A
54,3052764,test,Rice hoja blanca tenuivirus,Rice hoja blanca tenuivirus
54,3052495,test,Rockport orthohantavirus,Rockport orthohantavirus
54,28876,test,Rotavirus B,Rotavirus B
54,183405,test,Rotavirus F,Rotavirus F
54,694006,test,Rousettus bat coronavirus HKU9,Rousettus bat coronavirus HKU9
54,10353,test,Saimiriine alphaherpesvirus 1,Saimiriine alphaherpesvirus 1
54,3052679,test,Salehabad phlebovirus,Salehabad phlebovirus
54,381543,test,Salmon aquaparamyxovirus,Salmon aquaparamyxovirus
54,84589,test,Salmon pancreas disease virus,Salmon pancreas disease virus
54,1933189,test,Sandfly fever Naples phlebovirus,Sandfly fever Naples phlebovirus
54,3052437,test,Schmallenberg orthobunyavirus,Schmallenberg orthobunyavirus
54,3052498,test,Seoul orthohantavirus,Seoul orthohantavirus
54,44026,test,Sepik virus,Sepik virus
54,746543,test,Shimoni bat lyssavirus,Shimoni bat lyssavirus
54,3052440,test,Shuni orthobunyavirus,Shuni orthobunyavirus
54,11307,test,Sonchus yellow net nucleorhabdovirus,Sonchus yellow net nucleorhabdovirus
54,3052600,test,Sosuga pararubulavirus,Sosuga pararubulavirus
54,10345,test,Suid alphaherpesvirus 1,Suid alphaherpesvirus 1
54,99000,test,Tanapox virus,Tanapox virus
54,1972584,test,Tibrogargan tibrovirus,Tibrogargan tibrovirus
54,3052596,test,Tuhoko pararubulavirus 1,Tuhoko pararubulavirus 1
54,3052598,test,Tuhoko pararubulavirus 3,Tuhoko pararubulavirus 3
54,10397,test,Tupaiid betaherpesvirus 1,Tupaiid betaherpesvirus 1
54,3052045,test,Ungulate bocaparvovirus 1,Ungulate bocaparvovirus 1
54,3052720,test,Ungulate protoparvovirus 1,Ungulate protoparvovirus 1
54,10255,test,Variola virus,Variola virus
54,1548722,test,Waterbird 1 orthobornavirus,Waterbird 1 orthobornavirus
54,11089,test,Yellow fever virus,Yellow fever virus
54,2169685,train,Aalivirus A,Aalivirus A
54,2560259,train,Achimota pararubulavirus 1,Achimota pararubulavirus 1
54,2560260,train,Achimota pararubulavirus 2,Achimota pararubulavirus 2
54,1972589,train,Adelaide River ephemerovirus,Adelaide River ephemerovirus
54,1511891,train,Adeno-associated dependoparvovirus A,Adeno-associated dependoparvovirus A
54,1511892,train,Adeno-associated dependoparvovirus B,Adeno-associated dependoparvovirus B
54,341721,train,Aedes pseudoscutellaris reovirus,Aedes pseudoscutellaris reovirus
54,40050,train,African horse sickness virus,African horse sickness virus
54,10497,train,African swine fever virus,African swine fever virus
54,72149,train,Aichivirus A,Aichivirus A
54,194965,train,Aichivirus B,Aichivirus B
54,1298633,train,Aichivirus C,Aichivirus C
54,1986958,train,Aichivirus E,Aichivirus E
54,1986959,train,Aichivirus F,Aichivirus F
54,1933178,train,Akabane orthobunyavirus,Akabane orthobunyavirus
54,1972579,train,Alagoas vesiculovirus,Alagoas vesiculovirus
54,1933181,train,Alajuela orthobunyavirus,Alajuela orthobunyavirus
54,35252,train,Alcelaphine gammaherpesvirus 1,Alcelaphine gammaherpesvirus 1
54,1972639,train,Alfalfa dwarf cytorhabdovirus,Alfalfa dwarf cytorhabdovirus
54,144752,train,Allpahuayo mammarenavirus,Allpahuayo mammarenavirus
54,1985693,train,Almpiwar sripuvirus,Almpiwar sripuvirus
54,337048,train,Alphapapillomavirus 1,Alphapapillomavirus 1
54,333754,train,Alphapapillomavirus 10,Alphapapillomavirus 10
54,337049,train,Alphapapillomavirus 11,Alphapapillomavirus 11
54,10570,train,Alphapapillomavirus 12,Alphapapillomavirus 12
54,333766,train,Alphapapillomavirus 13,Alphapapillomavirus 13
54,931244,train,Alphapapillomavirus 14,Alphapapillomavirus 14
54,337039,train,Alphapapillomavirus 2,Alphapapillomavirus 2
54,333767,train,Alphapapillomavirus 3,Alphapapillomavirus 3
54,337043,train,Alphapapillomavirus 4,Alphapapillomavirus 4
54,337044,train,Alphapapillomavirus 5,Alphapapillomavirus 5
54,337050,train,Alphapapillomavirus 6,Alphapapillomavirus 6
54,337042,train,Alphapapillomavirus 7,Alphapapillomavirus 7
54,337041,train,Alphapapillomavirus 9,Alphapapillomavirus 9
54,1972564,train,American bat vesiculovirus,American bat vesiculovirus
54,1986960,train,Ampivirus A,Ampivirus A
54,1980456,train,Andes orthohantavirus,Andes orthohantavirus
54,1300113,train,Anguillid perhabdovirus,Anguillid perhabdovirus
54,1933180,train,Anopheles A orthobunyavirus,Anopheles A orthobunyavirus
54,64280,train,Apoi virus,Apoi virus
54,1330066,train,Aquamavirus A,Aquamavirus A
54,56094,train,Aquareovirus A,Aquareovirus A
54,57747,train,Aquareovirus B,Aquareovirus B
54,185782,train,Aquareovirus C,Aquareovirus C
54,2083444,train,Aquareovirus E,Aquareovirus E
54,519014,train,Aquareovirus G,Aquareovirus G
54,211977,train,Aravan lyssavirus,Aravan lyssavirus
54,2169991,train,Argentinian mammarenavirus,Argentinian mammarenavirus
54,35243,train,Ateline alphaherpesvirus 1,Ateline alphaherpesvirus 1
54,44158,train,Aura virus,Aura virus
54,1239437,train,Avastrovirus 1,Avastrovirus 1
54,1239439,train,Avastrovirus 3,Avastrovirus 3
54,694014,train,Avian coronavirus,Avian coronavirus
54,11864,train,Avian leukosis virus,Avian leukosis virus
54,2560310,train,Avian metaavulavirus 11,Avian metaavulavirus 11
54,2560313,train,Avian metaavulavirus 2,Avian metaavulavirus 2
54,2560315,train,Avian metaavulavirus 5,Avian metaavulavirus 5
54,2560316,train,Avian metaavulavirus 6,Avian metaavulavirus 6
54,2560317,train,Avian metaavulavirus 7,Avian metaavulavirus 7
54,38525,train,Avian metapneumovirus,Avian metapneumovirus
54,2560319,train,Avian orthoavulavirus 1,Avian orthoavulavirus 1
54,2560326,train,Avian orthoavulavirus 9,Avian orthoavulavirus 9
54,3052594,train,Avian paraavulavirus 3,Avian paraavulavirus 3
54,3052593,train,Avian paraavulavirus 4,Avian paraavulavirus 4
54,1511772,train,Avisivirus A,Avisivirus A
54,1985982,train,Avisivirus B,Avisivirus B
54,75888,train,Baboon orthoreovirus,Baboon orthoreovirus
54,3052627,train,Badu phasivirus,Badu phasivirus
54,64290,train,Bagaza virus,Bagaza virus
54,1986118,train,Ball python nidovirus 1,Ball python nidovirus 1
54,77763,train,Banna virus,Banna virus
54,1985699,train,Barley yellow striate mosaic cytorhabdovirus,Barley yellow striate mosaic cytorhabdovirus
54,11020,train,Barmah Forest virus,Barmah Forest virus
54,1978534,train,Barur ledantevirus,Barur ledantevirus
54,1913643,train,Bat coronavirus CDPHE15,Bat coronavirus CDPHE15
54,1244203,train,Bat coronavirus HKU10,Bat coronavirus HKU10
54,2560340,train,Bat mumps orthorubulavirus,Bat mumps orthorubulavirus
54,3052372,train,Batama orthobunyavirus,Batama orthobunyavirus
54,3052470,train,Bayou orthohantavirus,Bayou orthohantavirus
